2014/01/30,1.3824,0.54892,0.15757,1.3166,-2.4402,5.7006,0.3,6.9,3.82,8.69,-2.69,0.019867,-0.014091,27.0114
2014/02/28,4.5163,0.80817,0.12863,2.4682,-2.7097,3.3893,0.57,3.4,-0.5,-0.2,-0.01,0.016987,0.023196,-13.73
2014/03/31,-3.7294,1.9787,0.26039,-0.40823,-1.5178,2.0038,0.39,-0.7,-8.11,-6.98,4.19,0.0092778,-0.0059951,-5.9016
2014/04/30,0.39732,0.67678,0.43706,2.3633,0.81492,0.47792,-1.09,-0.01,-0.22,-0.66,-1.14,0.016945,0.012663,-19.4882
2014/05/30,-0.71139,0.14655,0.52163,0.98316,-0.93278,2.1508,-0.14,2.3,-2.87,2.71,0.94,0.014736,0.0058557,-263.0931
2014/06/30,-0.42557,0.41041,0.45717,0.5985,-0.49122,4.1573,0.45,3.36,-1.34,2.32,-1.6,0.001143,-0.0011153,-4.0633
2014/07/31,1.0475,2.5216,0.18872,3.2572,-1.3584,3.535,2.74,0.52,-4.35,-1.12,6.66,0.0054978,0.0045087,-8.7376
2014/08/29,5.0838,0.40909,0.27708,-1.1002,-1.1396,7.6241,-1.77,4.89,-0.56,1.77,5,0.010218,0.0073876,-17.4155
2014/09/30,1.2073,1.3241,0.46667,-3.6599,-3.2215,11.0893,-1.09,8.53,5.66,4.35,-2.21,0.0070846,0.0040918,-21.0234
2014/10/31,-0.31857,2.0626,0.73135,2.4512,-0.16954,6.3247,1.01,0.15,0.56,-0.17,-0.06,0.02051,-0.0071314,3.3164
2014/11/28,14.4328,2.4953,0.61233,1.5216,0.34604,8.9862,3.64,-0.64,-3.66,-5.76,-5.82,0.02186,0.021055,17.5857
2014/12/31,4.5102,4.923,0.49711,3.7577,5.2361,5.2374,14.83,-17.31,14.85,6.8,-14.48,0.021072,-0.033876,-3.267
2015/01/30,9.2483,0.67324,0.15486,0.86184,-3.8136,6.2945,-6.89,2.3,-13.6,-9.78,11.06,0.024991,0.015651,15.7611
2015/02/27,11.7574,0.82207,-0.48482,1.4426,-2.1723,5.8537,-3.4,2.55,-4.64,0.38,-6.56,0.043049,0.041,-31.6683
2015/03/31,16.6769,1.6517,-0.25821,0.56248,-3.7364,11.7602,-2.33,8.16,-6.64,6.42,-6.34,0.048261,0.0063735,18.5847
2015/04/30,12.4413,-0.20578,1.5068,-2.2695,0.49416,12.3574,3.01,-0.29,8.4,6.49,-0.47,0.035422,0.26464,214.499
2015/05/29,18.4778,1.2565,-0.87595,-2.7832,-10.2101,8.5879,-15.82,19.15,10.36,3.12,4.19,0.046008,0.027771,0.1511
2015/06/30,-0.71828,6.5294,0.55205,1.5723,-5.3713,-1.8864,8.19,-4.01,-14.15,-9.33,19.98,0.038652,0.0042017,0.91146
2015/07/31,-16.4634,5.1244,-0.21253,5.0773,-1.8975,-3.9878,-0.72,-6.38,-11.45,-7.44,5.86,0.041346,0.030572,-12.0649
2015/08/31,-7.0466,0.46559,1.2632,2.9968,-0.71024,-4.9855,1.59,0.72,-4.45,-7.67,13.24,0.021715,0.0012358,0.64826
2015/09/30,-6.6036,0.99328,-1.0971,2.0961,-0.51609,-1.6443,-3.88,2.16,-2.54,-0.86,8.46,0.021408,-0.018063,-109.493
2015/10/30,2.426,2.1212,-0.09357,0.62805,-2.7626,5.9638,-6.67,9.65,-19.45,8.33,3.31,0.013892,-0.0037819,17.801
2015/11/30,1.6549,2.9974,0.099227,-1.3309,-3.4521,9.3125,-3.18,11.05,0.26,0.28,-2.9,0.03226,0.022617,-9.7341
2015/12/31,-2.1227,2.7157,-0.68873,-2.9395,-1.6102,7.3088,-1.98,6.37,-20.79,-3.6,8.35,0.025791,-0.02234,12.5905
2016/01/29,-20.9347,1.2525,0.75023,2.7881,0.88834,-3.9779,3.79,-4.82,-12.48,-4,4.57,0.048905,-0.0009218,-8.3465
2016/02/29,-3.5522,0.3295,0.49012,1.8135,-0.96895,-2.4937,1.17,0.13,1.13,-1.71,0.78,0.0051688,0.013308,-10.8205
2016/03/31,1.6216,2.3301,-0.35717,1.1866,-1.1445,1.9982,-4.79,5.65,-13.12,3.28,8.36,0.014412,0.0011643,3.8738
