2014/01/30,-2.5762,0.54892,0.15757,1.3166,-2.4402,5.7006,0.3,6.9,3.82,8.69,-2.69,0.043113,0.0012382,1.857
2014/02/28,-4.4052,0.80817,0.12863,2.4682,-2.7097,3.3893,0.57,3.4,-0.5,-0.2,-0.01,0.028378,-0.019346,13.4577
2014/03/31,4.5968,1.9787,0.26039,-0.40823,-1.5178,2.0038,0.39,-0.7,-8.11,-6.98,4.19,0.022059,0.025094,-7.9635
2014/04/30,1.1757,0.67678,0.43706,2.3633,0.81492,0.47792,-1.09,-0.01,-0.22,-0.66,-1.14,0.016282,-0.0024757,3.8216
2014/05/30,2.0562,0.14655,0.52163,0.98316,-0.93278,2.1508,-0.14,2.3,-2.87,2.71,0.94,0.024118,0.016493,-294.4751
2014/06/30,-3.2705,0.41041,0.45717,0.5985,-0.49122,4.1573,0.45,3.36,-1.34,2.32,-1.6,0.014493,-0.016535,36.8374
2014/07/31,12.2524,2.5216,0.18872,3.2572,-1.3584,3.535,2.74,0.52,-4.35,-1.12,6.66,0.021064,0.013145,8.46
2014/08/29,-1.9095,0.40909,0.27708,-1.1002,-1.1396,7.6241,-1.77,4.89,-0.56,1.77,5,0.0077326,-0.0091682,43.694
2014/09/30,-0.81008,1.3241,0.46667,-3.6599,-3.2215,11.0893,-1.09,8.53,5.66,4.35,-2.21,0.019517,-0.0078604,-0.063059
2014/10/31,1.7061,2.0626,0.73135,2.4512,-0.16954,6.3247,1.01,0.15,0.56,-0.17,-0.06,0.023576,0.0052074,-8.4469
2014/11/28,20.7335,2.4953,0.61233,1.5216,0.34604,8.9862,3.64,-0.64,-3.66,-5.76,-5.82,0.064667,-0.0068923,-3.3552
2014/12/31,55.3396,4.923,0.49711,3.7577,5.2361,5.2374,14.83,-17.31,14.85,6.8,-14.48,0.045724,0.056895,20.1682
2015/01/30,0.65225,0.67324,0.15486,0.86184,-3.8136,6.2945,-6.89,2.3,-13.6,-9.78,11.06,0.038738,-0.0098535,-2.3648
2015/02/27,-6.6854,0.82207,-0.48482,1.4426,-2.1723,5.8537,-3.4,2.55,-4.64,0.38,-6.56,0.037243,-0.0066668,-3.8292
2015/03/31,8.5569,1.6517,-0.25821,0.56248,-3.7364,11.7602,-2.33,8.16,-6.64,6.42,-6.34,0.048619,-0.014345,-5.8622
2015/04/30,15.8952,-0.20578,1.5068,-2.2695,0.49416,12.3574,3.01,-0.29,8.4,6.49,-0.47,0.044112,-0.27441,-161.618
2015/05/29,-1.7607,1.2565,-0.87595,-2.7832,-10.2101,8.5879,-15.82,19.15,10.36,3.12,4.19,0.037196,-0.030676,7.5488
2015/06/30,-3.4862,6.5294,0.55205,1.5723,-5.3713,-1.8864,8.19,-4.01,-14.15,-9.33,19.98,0.073079,0.0051077,0.64177
2015/07/31,-4.3039,5.1244,-0.21253,5.0773,-1.8975,-3.9878,-0.72,-6.38,-11.45,-7.44,5.86,0.025313,-0.0078866,4.7954
