2014/01/30,4.6663,0.54892,0.15757,1.3166,-2.4402,5.7006,0.3,6.9,3.82,8.69,-2.69,0.020228,0.011146,-3.3225
2014/02/28,-3.3557,0.80817,0.12863,2.4682,-2.7097,3.3893,0.57,3.4,-0.5,-0.2,-0.01,0.029142,0.0021458,-11.4115
2014/03/31,-9.0675,1.9787,0.26039,-0.40823,-1.5178,2.0038,0.39,-0.7,-8.11,-6.98,4.19,0.014399,-0.019119,24.0955
2014/04/30,-0.93038,0.67678,0.43706,2.3633,0.81492,0.47792,-1.09,-0.01,-0.22,-0.66,-1.14,0.016459,0.00071468,-7.8103
2014/05/30,0.59366,0.14655,0.52163,0.98316,-0.93278,2.1508,-0.14,2.3,-2.87,2.71,0.94,0.0059343,0.0080676,-214.0367
2014/06/30,2.7613,0.41041,0.45717,0.5985,-0.49122,4.1573,0.45,3.36,-1.34,2.32,-1.6,0.0086728,0.011854,-32.6782
2014/07/31,1.1573,2.5216,0.18872,3.2572,-1.3584,3.535,2.74,0.52,-4.35,-1.12,6.66,0.0037616,0.0021371,-5.1126
2014/08/29,10.5516,0.40909,0.27708,-1.1002,-1.1396,7.6241,-1.77,4.89,-0.56,1.77,5,0.016651,0.029134,-114.377
2014/09/30,8.0461,1.3241,0.46667,-3.6599,-3.2215,11.0893,-1.09,8.53,5.66,4.35,-2.21,0.019708,0.010091,-22.368
2014/10/31,4.6116,2.0626,0.73135,2.4512,-0.16954,6.3247,1.01,0.15,0.56,-0.17,-0.06,0.02889,0.0011996,-3.9247
2014/11/28,8.9089,2.4953,0.61233,1.5216,0.34604,8.9862,3.64,-0.64,-3.66,-5.76,-5.82,0.034801,-0.0056479,17.8422
2014/12/31,9.959,4.923,0.49711,3.7577,5.2361,5.2374,14.83,-17.31,14.85,6.8,-14.48,0.026076,0.0053472,6.8987
2015/01/30,2.1616,0.67324,0.15486,0.86184,-3.8136,6.2945,-6.89,2.3,-13.6,-9.78,11.06,0.02002,0.024329,-31.631
2015/02/27,4.1469,0.82207,-0.48482,1.4426,-2.1723,5.8537,-3.4,2.55,-4.64,0.38,-6.56,0.0247,-0.00012651,9.8292
2015/03/31,14.2765,1.6517,-0.25821,0.56248,-3.7364,11.7602,-2.33,8.16,-6.64,6.42,-6.34,0.014589,0.022774,1.1971
2015/04/30,10.4794,-0.20578,1.5068,-2.2695,0.49416,12.3574,3.01,-0.29,8.4,6.49,-0.47,0.035503,0.19566,81.3597
2015/05/29,24.8331,1.2565,-0.87595,-2.7832,-10.2101,8.5879,-15.82,19.15,10.36,3.12,4.19,0.03461,0.072626,-13.6523
2015/06/30,-5.0552,6.5294,0.55205,1.5723,-5.3713,-1.8864,8.19,-4.01,-14.15,-9.33,19.98,0.055511,-0.004302,-0.12161
2015/07/31,-14.1076,5.1244,-0.21253,5.0773,-1.8975,-3.9878,-0.72,-6.38,-11.45,-7.44,5.86,0.040707,0.0052102,-8.5999
2015/08/31,-15.5521,0.46559,1.2632,2.9968,-0.71024,-4.9855,1.59,0.72,-4.45,-7.67,13.24,0.020719,-0.01636,0.32541
2015/09/30,-2.8971,0.99328,-1.0971,2.0961,-0.51609,-1.6443,-3.88,2.16,-2.54,-0.86,8.46,0.019809,-0.0061965,-113.9837
2015/10/30,1.6975,2.1212,-0.09357,0.62805,-2.7626,5.9638,-6.67,9.65,-19.45,8.33,3.31,0.025852,-0.018001,32.2275
2015/11/30,4.141,2.9974,0.099227,-1.3309,-3.4521,9.3125,-3.18,11.05,0.26,0.28,-2.9,0.038653,0.023653,-6.4856
2015/12/31,-4.7604,2.7157,-0.68873,-2.9395,-1.6102,7.3088,-1.98,6.37,-20.79,-3.6,8.35,0.036277,-0.020295,23.6847
2016/01/29,-12.3689,1.2525,0.75023,2.7881,0.88834,-3.9779,3.79,-4.82,-12.48,-4,4.57,0.035394,-0.0070628,-16.6768
2016/02/29,-2.3863,0.3295,0.49012,1.8135,-0.96895,-2.4937,1.17,0.13,1.13,-1.71,0.78,0.0089737,-0.0008536,-7.1607
2016/03/31,3.1518,2.3301,-0.35717,1.1866,-1.1445,1.9982,-4.79,5.65,-13.12,3.28,8.36,0.025479,-0.007945,5.8781
2016/04/29,-1.3051,1.0997,0.39403,-0.93442,-0.34273,3.0066,-0.15,3.42,0.5,-0.53,2.22,0.019565,0.010178,-26.9543
2016/05/31,-2.4674,0.81536,-0.20432,2.6968,0.40525,0.82935,-0.79,-2.29,-0.68,-0.65,1.3,0.010232,-0.0090217,-173.892
2016/06/30,-2.3754,1.0688,-0.20718,1.3978,-1.2076,2.9822,-2.9,4.51,3.49,1.64,-3.56,0.033789,0.19504,798.3294
2016/07/29,-4.4512,2.7711,0.13514,-3.3229,-0.35034,5.5305,5.36,-1.69,-3.19,-2.26,5.87,0.025672,-0.0056993,-41.0258
2016/08/31,-3.7648,0.36672,0.016155,-0.47433,-0.52098,3.4976,0.61,2.99,-1.68,1.8,1.56,0.0028124,9.6831e-05,8.1127
2016/09/30,-5.1232,0.64923,0.1754,-0.34762,0.17733,2.8834,0.12,3.62,0.61,0.13,-1.06,0.02273,0.0022046,-30.3473
2016/10/31,0.5635,0.22038,0.05314,-0.019908,-0.089383,2.9483,1.18,1.89,-1.07,1.58,1.64,0.010967,-0.017515,-91.8148
2016/11/30,-0.075402,0.7787,0.21941,-0.42296,0.4529,4.8771,3.27,0.16,3.14,0.52,-1.52,0.0044746,-0.0014265,-11.4491
2016/12/30,-3.0527,0.44032,0.18873,1.6676,-0.17527,-0.46058,1.89,2.57,2.2,0.22,0.3,0.015538,0.0060249,6.6103
2017/01/26,1.6717,0.95456,0.42654,1.2343,1.112,-1.3417,4.22,-3.18,4.05,1.24,-1.66,0.0083498,0.08976,-1037.0314
2017/02/28,6.144,0.3093,-0.84622,1.7667,-0.64091,2.2951,0.48,1.08,-2.74,-0.03,2.22,0.0096559,0.0032886,37.9157
2017/03/31,11.0103,1.4681,-0.083648,0.37246,1.2161,2.6253,1.31,-2.89,3.46,2.98,-0.85,0.026254,0.014323,104.4528
